agent,refactoring_type,count,agent_total,share_pct
Claude_Code,Add Method Annotation,25233,60914,41.423974784121874
Claude_Code,Add Parameter Annotation,16755,60914,27.505992054371735
Claude_Code,Modify Method Annotation,13343,60914,21.90465246084644
Claude_Code,Add Class Annotation,2281,60914,3.7446235676527566
Claude_Code,Modify Class Annotation,1375,60914,2.257280756476344
Claude_Code,Remove Method Annotation,654,60914,1.0736448107167482
Claude_Code,Change Variable Type,377,60914,0.6189053419575139
Claude_Code,Change Return Type,269,60914,0.44160619890337194
Claude_Code,Remove Parameter Annotation,128,60914,0.2101323176937978
Claude_Code,Remove Thrown Exception Type,109,60914,0.1789408017861247
Claude_Code,Add Method Modifier,100,60914,0.16416587319827955
Claude_Code,Add Parameter,90,60914,0.1477492858784516
Claude_Code,Reorder Parameter,50,60914,0.08208293659913977
Claude_Code,Modify Parameter Annotation,48,60914,0.07879961913517418
Claude_Code,Rename Method,37,60914,0.06074137308336343
Claude_Code,Extract Variable,26,60914,0.04268312703155268
Claude_Code,Remove Parameter,11,60914,0.01805824605181075
Claude_Code,Rename Variable,9,60914,0.014774928587845158
Claude_Code,Inline Variable,5,60914,0.008208293659913978
Claude_Code,Add Variable Modifier,3,60914,0.004924976195948386
Claude_Code,Add Parameter Modifier,2,60914,0.0032833174639655908
Claude_Code,Change Attribute Type,2,60914,0.0032833174639655908
Claude_Code,Extract Method,2,60914,0.0032833174639655908
Claude_Code,Add Attribute Modifier,1,60914,0.0016416587319827954
Claude_Code,Move Source Folder,1,60914,0.0016416587319827954
Claude_Code,Remove Attribute Modifier,1,60914,0.0016416587319827954
Claude_Code,Remove Method Modifier,1,60914,0.0016416587319827954
Claude_Code,Rename Attribute,1,60914,0.0016416587319827954
Copilot,Remove Parameter,1432,15806,9.05985068961154
Copilot,Move Class,1375,15806,8.699228141212197
Copilot,Remove Method Annotation,1234,15806,7.8071618372769835
Copilot,Modify Class Annotation,1171,15806,7.408579020625079
Copilot,Change Variable Type,1079,15806,6.826521574085791
Copilot,Add Method Annotation,862,15806,5.45362520561812
Copilot,Rename Variable,774,15806,4.896874604580539
Copilot,Inline Variable,668,15806,4.226243198785271
Copilot,Add Attribute Annotation,599,15806,3.7897001138808046
Copilot,Move Attribute,584,15806,3.694799443249399
Copilot,Remove Attribute Annotation,573,15806,3.6252056181197014
Copilot,Change Return Type,551,15806,3.486017967860306
Copilot,Extract Variable,494,15806,3.1253954194609643
Copilot,Add Parameter,480,15806,3.0368214602049854
Copilot,Rename Attribute,473,15806,2.992534480576996
Copilot,Move Method,405,15806,2.5623181070479566
Copilot,Change Attribute Type,287,15806,1.815766164747564
Copilot,Rename Parameter,282,15806,1.7841326078704292
Copilot,Rename Method,276,15806,1.7461723396178666
Copilot,Change Parameter Type,270,15806,1.7082120713653042
Copilot,Extract Method,212,15806,1.3412628115905352
Copilot,Remove Thrown Exception Type,192,15806,1.2147285840819941
Copilot,Change Method Access Modifier,180,15806,1.1388080475768696
Copilot,Modify Method Annotation,159,15806,1.0059471086929015
Copilot,Remove Attribute Modifier,159,15806,1.0059471086929015
Copilot,Move And Rename Method,128,15806,0.8098190560546628
Copilot,Rename Class,122,15806,0.7718587878021005
Copilot,Add Class Annotation,98,15806,0.6200177147918512
Copilot,Remove Class Annotation,64,15806,0.4049095280273314
Copilot,Add Thrown Exception Type,38,15806,0.240415032266228
Copilot,Move And Rename Class,37,15806,0.23408832089080095
Copilot,Extract And Move Method,34,15806,0.2151081867645198
Copilot,Extract Class,30,15806,0.1898013412628116
Copilot,Add Attribute Modifier,28,15806,0.1771479185119575
Copilot,Change Attribute Access Modifier,27,15806,0.17082120713653043
Copilot,Parameterize Variable,27,15806,0.17082120713653043
Copilot,Pull Up Method,26,15806,0.1644944957611034
Copilot,Encapsulate Attribute,25,15806,0.15816778438567633
Copilot,Inline Method,25,15806,0.15816778438567633
Copilot,Localize Parameter,22,15806,0.13918765025939517
Copilot,Remove Variable Modifier,22,15806,0.13918765025939517
Copilot,Replace Variable With Attribute,22,15806,0.13918765025939517
Copilot,Move Code,21,15806,0.1328609388839681
Copilot,Pull Up Attribute,21,15806,0.1328609388839681
Copilot,Move Source Folder,17,15806,0.1075540933822599
Copilot,Merge Parameter,16,15806,0.10122738200683284
Copilot,Add Method Modifier,15,15806,0.0949006706314058
Copilot,Remove Parameter Annotation,14,15806,0.08857395925597875
Copilot,Change Thrown Exception Type,13,15806,0.0822472478805517
Copilot,Add Variable Modifier,12,15806,0.07592053650512463
Copilot,Add Class Modifier,11,15806,0.06959382512969758
Copilot,Extract Attribute,9,15806,0.05694040237884348
Copilot,Remove Method Modifier,9,15806,0.05694040237884348
Copilot,Change Class Access Modifier,8,15806,0.05061369100341642
Copilot,Collapse Hierarchy,8,15806,0.05061369100341642
Copilot,Move And Inline Method,8,15806,0.05061369100341642
Copilot,Merge Class,7,15806,0.04428697962798937
Copilot,Split Class,7,15806,0.04428697962798937
Copilot,Replace Generic With Diamond,6,15806,0.03796026825256232
Copilot,Split Conditional,6,15806,0.03796026825256232
Copilot,Change Type Declaration Kind,5,15806,0.03163355687713527
Copilot,Extract Superclass,4,15806,0.02530684550170821
Copilot,Parameterize Attribute,4,15806,0.02530684550170821
Copilot,Split Attribute,4,15806,0.02530684550170821
Copilot,Split Variable,4,15806,0.02530684550170821
Copilot,Invert Condition,3,15806,0.01898013412628116
Copilot,Move Package,3,15806,0.01898013412628116
Copilot,Replace Anonymous With Class,3,15806,0.01898013412628116
Copilot,Split Parameter,3,15806,0.01898013412628116
Copilot,Add Parameter Modifier,2,15806,0.012653422750854106
Copilot,Remove Class Modifier,2,15806,0.012653422750854106
Copilot,Replace Anonymous With Lambda,2,15806,0.012653422750854106
Copilot,Replace Attribute With Variable,2,15806,0.012653422750854106
Copilot,Split Method,2,15806,0.012653422750854106
Copilot,Try With Resources,2,15806,0.012653422750854106
Copilot,Extract Interface,1,15806,0.006326711375427053
Copilot,Merge Conditional,1,15806,0.006326711375427053
Copilot,Merge Package,1,15806,0.006326711375427053
Copilot,Merge Variable,1,15806,0.006326711375427053
Copilot,Modify Parameter Annotation,1,15806,0.006326711375427053
Copilot,Move And Rename Attribute,1,15806,0.006326711375427053
Copilot,Replace Conditional With Ternary,1,15806,0.006326711375427053
Cursor,Extract Method,9,31,29.03225806451613
Cursor,Extract And Move Method,5,31,16.129032258064516
Cursor,Parameterize Variable,5,31,16.129032258064516
Cursor,Add Method Annotation,3,31,9.67741935483871
Cursor,Encapsulate Attribute,2,31,6.451612903225806
Cursor,Remove Method Annotation,2,31,6.451612903225806
Cursor,Change Attribute Type,1,31,3.225806451612903
Cursor,Extract Variable,1,31,3.225806451612903
Cursor,Inline Variable,1,31,3.225806451612903
Cursor,Remove Thrown Exception Type,1,31,3.225806451612903
Cursor,Rename Method,1,31,3.225806451612903
Devin,Add Attribute Annotation,23,70,32.857142857142854
Devin,Remove Attribute Annotation,23,70,32.857142857142854
Devin,Extract Method,9,70,12.857142857142856
Devin,Merge Conditional,8,70,11.428571428571429
Devin,Rename Variable,5,70,7.142857142857142
Devin,Invert Condition,2,70,2.857142857142857
Human,Move Class,744,11659,6.381336306715841
Human,Change Attribute Access Modifier,730,11659,6.2612573977185
Human,Extract Method,594,11659,5.094776567458616
Human,Rename Method,537,11659,4.60588386654087
Human,Change Parameter Type,511,11659,4.382880178402951
Human,Change Method Access Modifier,507,11659,4.348571918689424
Human,Change Return Type,461,11659,3.954026931983875
Human,Add Method Annotation,419,11659,3.5937902049918513
Human,Change Attribute Type,402,11659,3.4479801012093665
Human,Add Parameter,398,11659,3.4136718414958405
Human,Change Variable Type,391,11659,3.35363238699717
Human,Add Attribute Modifier,384,11659,3.293592932498499
Human,Extract Variable,347,11659,2.9762415301483833
Human,Rename Attribute,343,11659,2.9419332704348573
Human,Rename Parameter,317,11659,2.718929582296938
Human,Extract And Move Method,289,11659,2.4787717643022558
Human,Rename Variable,253,11659,2.1699974268805216
Human,Move Method,245,11659,2.1013809074534695
Human,Add Method Modifier,236,11659,2.024187323098036
Human,Remove Parameter,203,11659,1.7411441804614463
Human,Move Attribute,198,11659,1.6982588558195386
Human,Rename Class,181,11659,1.552448752037053
Human,Add Parameter Modifier,176,11659,1.5095634273951453
Human,Add Parameter Annotation,149,11659,1.2779826743288447
Human,Pull Up Method,142,11659,1.2179432198301743
Human,Inline Variable,135,11659,1.1579037653315036
Human,Add Attribute Annotation,124,11659,1.063556051119307
Human,Remove Method Annotation,124,11659,1.063556051119307
Human,Move And Rename Method,110,11659,0.9434771421219658
Human,Change Class Access Modifier,105,11659,0.9005918174800583
Human,Remove Attribute Modifier,97,11659,0.8319752980530063
Human,Add Variable Modifier,96,11659,0.8233982331246248
Human,Move And Rename Class,95,11659,0.8148211681962432
Human,Pull Up Attribute,93,11659,0.7976670383394802
Human,Encapsulate Attribute,92,11659,0.7890899734110988
Human,Extract Class,73,11659,0.62612573977185
Human,Add Class Modifier,72,11659,0.6175486748434685
Human,Remove Parameter Modifier,72,11659,0.6175486748434685
Human,Add Class Annotation,69,11659,0.591817480058324
Human,Extract Attribute,65,11659,0.557509220344798
Human,Remove Attribute Annotation,61,11659,0.523200960631272
Human,Replace Variable With Attribute,56,11659,0.48031563598936444
Human,Parameterize Variable,54,11659,0.46316150613260143
Human,Split Conditional,52,11659,0.4460073762758384
Human,Move Source Folder,51,11659,0.43743031134745686
Human,Modify Class Annotation,49,11659,0.4202761814906939
Human,Extract Superclass,47,11659,0.40312205163393083
Human,Invert Condition,46,11659,0.3945449867055494
Human,Rename Package,42,11659,0.3602367269920233
Human,Merge Conditional,41,11659,0.35165966206364185
Human,Remove Method Modifier,41,11659,0.35165966206364185
Human,Replace Attribute With Variable,41,11659,0.35165966206364185
Human,Add Thrown Exception Type,39,11659,0.3345055322068788
Human,Remove Class Modifier,39,11659,0.3345055322068788
Human,Inline Method,35,11659,0.30019727249335276
Human,Move Code,35,11659,0.30019727249335276
Human,Replace Anonymous With Lambda,35,11659,0.30019727249335276
Human,Replace Generic With Diamond,30,11659,0.25731194785144523
Human,Parameterize Attribute,27,11659,0.23158075306630072
Human,Remove Class Annotation,24,11659,0.2058495582811562
Human,Push Down Method,23,11659,0.1972724933527747
Human,Move Package,18,11659,0.15438716871086713
Human,Remove Parameter Annotation,17,11659,0.14581010378248563
Human,Modify Method Annotation,16,11659,0.13723303885410412
Human,Push Down Attribute,16,11659,0.13723303885410412
Human,Remove Variable Modifier,15,11659,0.12865597392572262
Human,Move And Inline Method,12,11659,0.1029247791405781
Human,Localize Parameter,11,11659,0.09434771421219658
Human,Move And Rename Attribute,11,11659,0.09434771421219658
Human,Extract Interface,10,11659,0.08577064928381507
Human,Replace Anonymous With Class,10,11659,0.08577064928381507
Human,Split Method,10,11659,0.08577064928381507
Human,Modify Attribute Annotation,8,11659,0.06861651942705206
Human,Remove Thrown Exception Type,8,11659,0.06861651942705206
Human,Extract Subclass,7,11659,0.060039454498670555
Human,Merge Class,6,11659,0.05146238957028905
Human,Replace Conditional With Ternary,6,11659,0.05146238957028905
Human,Change Type Declaration Kind,4,11659,0.03430825971352603
Human,Merge Attribute,4,11659,0.03430825971352603
Human,Merge Parameter,4,11659,0.03430825971352603
Human,Reorder Parameter,4,11659,0.03430825971352603
Human,Split Attribute,3,11659,0.025731194785144525
Human,Split Parameter,3,11659,0.025731194785144525
Human,Inline Attribute,2,11659,0.017154129856763015
Human,Merge Package,2,11659,0.017154129856763015
Human,Merge Variable,2,11659,0.017154129856763015
Human,Merge Method,1,11659,0.008577064928381508
Human,Split Class,1,11659,0.008577064928381508
Human,Split Package,1,11659,0.008577064928381508
OpenAI_Codex,Rename Parameter,556,3671,15.145736856442385
OpenAI_Codex,Change Variable Type,341,3671,9.289022064832471
OpenAI_Codex,Add Method Annotation,252,3671,6.864614546445111
OpenAI_Codex,Change Method Access Modifier,239,3671,6.510487605557069
OpenAI_Codex,Change Attribute Type,210,3671,5.720512122037592
OpenAI_Codex,Rename Variable,199,3671,5.42086624897848
OpenAI_Codex,Rename Method,195,3671,5.311904113320621
OpenAI_Codex,Remove Method Annotation,178,3671,4.848815036774721
OpenAI_Codex,Add Attribute Annotation,175,3671,4.7670934350313265
OpenAI_Codex,Remove Attribute Annotation,131,3671,3.5685099427948783
OpenAI_Codex,Add Attribute Modifier,129,3671,3.514028874965949
OpenAI_Codex,Extract Variable,106,3671,2.887496594933261
OpenAI_Codex,Rename Attribute,85,3671,2.3154453827295014
OpenAI_Codex,Extract Method,83,3671,2.260964314900572
OpenAI_Codex,Change Attribute Access Modifier,72,3671,1.96131844184146
OpenAI_Codex,Change Parameter Type,57,3671,1.5527104331244892
OpenAI_Codex,Change Return Type,57,3671,1.5527104331244892
OpenAI_Codex,Change Class Access Modifier,54,3671,1.470988831381095
OpenAI_Codex,Remove Thrown Exception Type,46,3671,1.2530645600653774
OpenAI_Codex,Add Class Annotation,44,3671,1.198583492236448
OpenAI_Codex,Add Parameter,43,3671,1.1713429583219832
OpenAI_Codex,Remove Attribute Modifier,43,3671,1.1713429583219832
OpenAI_Codex,Extract And Move Method,40,3671,1.0896213565785888
OpenAI_Codex,Add Thrown Exception Type,28,3671,0.7627349496050122
OpenAI_Codex,Inline Method,25,3671,0.681013347861618
OpenAI_Codex,Add Variable Modifier,24,3671,0.6537728139471534
OpenAI_Codex,Inline Variable,23,3671,0.6265322800326887
OpenAI_Codex,Remove Parameter,16,3671,0.4358485426314356
OpenAI_Codex,Change Thrown Exception Type,13,3671,0.3541269408880414
OpenAI_Codex,Remove Class Annotation,12,3671,0.3268864069735767
OpenAI_Codex,Remove Variable Modifier,12,3671,0.3268864069735767
OpenAI_Codex,Modify Method Annotation,11,3671,0.299645873059112
OpenAI_Codex,Pull Up Method,11,3671,0.299645873059112
OpenAI_Codex,Add Method Modifier,10,3671,0.2724053391446472
OpenAI_Codex,Move Attribute,10,3671,0.2724053391446472
OpenAI_Codex,Rename Class,10,3671,0.2724053391446472
OpenAI_Codex,Add Parameter Annotation,8,3671,0.2179242713157178
OpenAI_Codex,Assert Throws,8,3671,0.2179242713157178
OpenAI_Codex,Push Down Method,8,3671,0.2179242713157178
OpenAI_Codex,Add Class Modifier,7,3671,0.19068373740125305
OpenAI_Codex,Move Method,7,3671,0.19068373740125305
OpenAI_Codex,Try With Resources,7,3671,0.19068373740125305
OpenAI_Codex,Modify Attribute Annotation,6,3671,0.16344320348678834
OpenAI_Codex,Parameterize Variable,6,3671,0.16344320348678834
OpenAI_Codex,Remove Method Modifier,6,3671,0.16344320348678834
OpenAI_Codex,Replace Variable With Attribute,6,3671,0.16344320348678834
OpenAI_Codex,Extract Class,5,3671,0.1362026695723236
OpenAI_Codex,Move And Inline Method,4,3671,0.1089621356578589
OpenAI_Codex,Pull Up Attribute,4,3671,0.1089621356578589
OpenAI_Codex,Replace Attribute With Variable,4,3671,0.1089621356578589
OpenAI_Codex,Split Conditional,4,3671,0.1089621356578589
OpenAI_Codex,Collapse Hierarchy,3,3671,0.08172160174339417
OpenAI_Codex,Encapsulate Attribute,3,3671,0.08172160174339417
OpenAI_Codex,Extract Attribute,3,3671,0.08172160174339417
OpenAI_Codex,Invert Condition,3,3671,0.08172160174339417
OpenAI_Codex,Localize Parameter,3,3671,0.08172160174339417
OpenAI_Codex,Move And Rename Method,3,3671,0.08172160174339417
OpenAI_Codex,Push Down Attribute,3,3671,0.08172160174339417
OpenAI_Codex,Merge Conditional,2,3671,0.05448106782892945
OpenAI_Codex,Modify Class Annotation,2,3671,0.05448106782892945
OpenAI_Codex,Move Class,2,3671,0.05448106782892945
OpenAI_Codex,Move Code,2,3671,0.05448106782892945
OpenAI_Codex,Remove Parameter Modifier,2,3671,0.05448106782892945
OpenAI_Codex,Replace Pipeline With Loop,2,3671,0.05448106782892945
OpenAI_Codex,Add Variable Annotation,1,3671,0.027240533914464723
OpenAI_Codex,Change Type Declaration Kind,1,3671,0.027240533914464723
OpenAI_Codex,Merge Method,1,3671,0.027240533914464723
OpenAI_Codex,Move And Rename Attribute,1,3671,0.027240533914464723
OpenAI_Codex,Parameterize Attribute,1,3671,0.027240533914464723
OpenAI_Codex,Replace Attribute,1,3671,0.027240533914464723
OpenAI_Codex,Replace Loop With Pipeline,1,3671,0.027240533914464723
OpenAI_Codex,Split Method,1,3671,0.027240533914464723
